date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-03-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-20,California,State,Other,88.0,25.14,141.71428571428,30.51368809597
2021-03-20,California,State,Lambda,0.0,0.0,0.28571428571,0.061519532452
2021-03-20,California,State,Delta,0.0,0.0,0.28571428571,0.061519532452
2021-03-20,California,State,Alpha,92.0,26.29,111.14285714285,23.931098123654
2021-03-20,California,State,Beta,2.0,0.57,1.42857142857,0.307597662258
2021-03-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-20,California,State,Gamma,8.0,2.29,7.85714285714,1.691787142418
2021-03-20,California,State,Epsilon,160.0,45.71,201.71428571428,43.432789910797
2021-03-20,California,State,Total,350.0,100.0,464.42857142857,100.0
2021-03-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-21,California,State,Alpha,54.0,24.32,113.28571428571,24.355036855037
2021-03-21,California,State,Other,49.0,22.07,138.0,29.668304668305
2021-03-21,California,State,Total,222.0,100.0,465.14285714285,100.0
2021-03-21,California,State,Delta,0.0,0.0,0.28571428571,0.061425061425
2021-03-21,California,State,Epsilon,112.0,50.45,203.0,43.642506142506
2021-03-21,California,State,Gamma,6.0,2.7,8.71428571428,1.873464373464
2021-03-21,California,State,Lambda,0.0,0.0,0.28571428571,0.061425061425
2021-03-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-21,California,State,Beta,1.0,0.45,1.57142857142,0.337837837838
2021-03-22,California,State,Total,512.0,100.0,473.14285714285,100.0
2021-03-22,California,State,Lambda,0.0,0.0,0.28571428571,0.06038647343
2021-03-22,California,State,Epsilon,195.0,38.09,204.57142857142,43.236714975845
2021-03-22,California,State,Alpha,137.0,26.76,117.14285714285,24.75845410628
2021-03-22,California,State,Delta,0.0,0.0,0.14285714285,0.030193236715
2021-03-22,California,State,Other,172.0,33.59,140.71428571428,29.740338164251
2021-03-22,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-22,California,State,Beta,1.0,0.2,1.71428571428,0.36231884058
2021-03-22,California,State,Gamma,7.0,1.37,8.57142857142,1.811594202899
2021-03-23,California,State,Lambda,0.0,0.0,0.28571428571,0.062972292191
2021-03-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-23,California,State,Total,439.0,100.0,453.71428571428,100.0
2021-03-23,California,State,Delta,0.0,0.0,0.0,0.0
2021-03-23,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-23,California,State,Epsilon,189.0,43.05,193.0,42.537783375315
2021-03-23,California,State,Other,137.0,31.21,138.57142857142,30.541561712846
2021-03-23,California,State,Alpha,94.0,21.41,111.0,24.464735516373
2021-03-23,California,State,Beta,1.0,0.23,1.71428571428,0.377833753149
2021-03-23,California,State,Gamma,18.0,4.1,9.14285714285,2.015113350126
2021-03-24,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-24,California,State,Epsilon,249.0,47.25,194.14285714285,43.782216494845
2021-03-24,California,State,Gamma,15.0,2.85,10.57142857142,2.384020618557
2021-03-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-24,California,State,Delta,2.0,0.38,0.28571428571,0.064432989691
2021-03-24,California,State,Other,111.0,21.06,127.28571428571,28.704896907216
2021-03-24,California,State,Alpha,148.0,28.08,109.42857142857,24.677835051546
2021-03-24,California,State,Lambda,0.0,0.0,0.14285714285,0.032216494845
2021-03-24,California,State,Beta,2.0,0.38,1.57142857142,0.354381443299
2021-03-24,California,State,Total,527.0,100.0,443.42857142857,100.0
2021-03-25,California,State,Total,436.0,100.0,425.71428571428,100.0
2021-03-25,California,State,Beta,2.0,0.46,1.42857142857,0.335570469799
2021-03-25,California,State,Epsilon,165.0,37.84,182.14285714285,42.785234899329
2021-03-25,California,State,Other,120.0,27.52,117.0,27.48322147651
2021-03-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-25,California,State,Lambda,0.0,0.0,0.14285714285,0.03355704698
2021-03-25,California,State,Delta,0.0,0.0,0.28571428571,0.06711409396
2021-03-25,California,State,Alpha,136.0,31.19,113.57142857142,26.677852348993
2021-03-25,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-25,California,State,Gamma,13.0,2.98,11.14285714285,2.61744966443
2021-03-26,California,State,Beta,4.0,0.93,1.85714285714,0.445510623715
2021-03-26,California,State,Total,432.0,100.0,416.85714285714,100.0
2021-03-26,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-26,California,State,Delta,0.0,0.0,0.28571428571,0.068540095956
2021-03-26,California,State,Epsilon,145.0,33.56,173.57142857142,41.638108293352
2021-03-26,California,State,Gamma,19.0,4.4,12.28571428571,2.947224126114
2021-03-26,California,State,Lambda,1.0,0.23,0.14285714285,0.034270047978
2021-03-26,California,State,Alpha,135.0,31.25,113.71428571428,27.278958190541
2021-03-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-26,California,State,Other,128.0,29.63,115.0,27.587388622344
2021-03-27,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-27,California,State,Alpha,92.0,27.71,113.71428571428,27.448275862069
2021-03-27,California,State,Other,77.0,23.19,113.42857142857,27.379310344828
2021-03-27,California,State,Epsilon,144.0,43.37,171.28571428571,41.344827586207
2021-03-27,California,State,Lambda,0.0,0.0,0.14285714285,0.034482758621
2021-03-27,California,State,Total,332.0,100.0,414.28571428571,100.0
2021-03-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-27,California,State,Delta,0.0,0.0,0.28571428571,0.068965517241
2021-03-27,California,State,Beta,5.0,1.51,2.28571428571,0.551724137931
2021-03-27,California,State,Gamma,14.0,4.22,13.14285714285,3.172413793103
2021-03-28,California,State,Epsilon,66.0,35.29,164.71428571428,40.244328097731
2021-03-28,California,State,Alpha,54.0,28.88,113.71428571428,27.783595113438
2021-03-28,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-28,California,State,Gamma,6.0,3.21,13.14285714285,3.211169284468
2021-03-28,California,State,Other,59.0,31.55,114.85714285714,28.062827225131
2021-03-28,California,State,Beta,2.0,1.07,2.42857142857,0.593368237347
2021-03-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-28,California,State,Delta,0.0,0.0,0.28571428571,0.069808027923
2021-03-28,California,State,Lambda,0.0,0.0,0.14285714285,0.034904013962
2021-03-28,California,State,Total,187.0,100.0,409.28571428571,100.0
2021-03-29,California,State,Total,449.0,100.0,400.28571428571,100.0
2021-03-29,California,State,Alpha,155.0,34.52,116.28571428571,29.050678087081
2021-03-29,California,State,Delta,0.0,0.0,0.28571428571,0.071377587438
2021-03-29,California,State,Epsilon,141.0,31.4,157.0,39.221984296931
2021-03-29,California,State,Other,126.0,28.06,108.28571428571,27.052105638829
2021-03-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-29,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-29,California,State,Gamma,19.0,4.23,14.85714285714,3.711634546752
2021-03-29,California,State,Beta,8.0,1.78,3.42857142857,0.856531049251
2021-03-29,California,State,Lambda,0.0,0.0,0.14285714285,0.035688793719
2021-03-30,California,State,Other,135.0,26.16,108.0,26.259117749218
2021-03-30,California,State,Total,516.0,100.0,411.28571428571,100.0
2021-03-30,California,State,Delta,1.0,0.19,0.42857142857,0.104202848211
2021-03-30,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-30,California,State,Alpha,151.0,29.26,124.42857142857,30.253560263981
2021-03-30,California,State,Gamma,27.0,5.23,16.14285714285,3.924973949288
2021-03-30,California,State,Beta,4.0,0.78,3.85714285714,0.937825633901
2021-03-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-30,California,State,Epsilon,196.0,37.98,158.0,38.41611670719
2021-03-30,California,State,Lambda,2.0,0.39,0.42857142857,0.104202848211
2021-03-31,California,State,Gamma,18.0,4.27,16.57142857142,4.181687094448
2021-03-31,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-31,California,State,Mu,1.0,0.24,0.14285714285,0.036049026676
2021-03-31,California,State,Total,422.0,100.0,396.28571428571,100.0
2021-03-31,California,State,Beta,1.0,0.24,3.71428571428,0.937274693583
2021-03-31,California,State,Delta,1.0,0.24,0.28571428571,0.072098053353
2021-03-31,California,State,Other,101.0,23.93,106.57142857142,26.892573900505
2021-03-31,California,State,Epsilon,131.0,31.04,141.14285714285,35.616438356164
2021-03-31,California,State,Lambda,0.0,0.0,0.42857142857,0.108147080029
2021-03-31,California,State,Alpha,169.0,40.05,127.42857142857,32.155731795242
2021-04-01,California,State,Mu,0.0,0.0,0.14285714285,0.0366703337
2021-04-01,California,State,Alpha,165.0,42.42,131.57142857142,33.773377337734
2021-04-01,California,State,Delta,1.0,0.26,0.42857142857,0.1100110011
2021-04-01,California,State,Beta,2.0,0.51,3.71428571428,0.953428676201
2021-04-01,California,State,Lambda,0.0,0.0,0.42857142857,0.1100110011
2021-04-01,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-01,California,State,Gamma,16.0,4.11,17.0,4.363769710304
2021-04-01,California,State,Other,78.0,20.05,100.57142857142,25.815914924826
2021-04-01,California,State,Epsilon,127.0,32.65,135.71428571428,34.836817015035
2021-04-01,California,State,Total,389.0,100.0,389.57142857142,100.0
2021-04-02,California,State,Mu,0.0,0.0,0.14285714285,0.035855145213
2021-04-02,California,State,Total,494.0,100.0,398.42857142857,100.0
2021-04-02,California,State,Epsilon,142.0,28.74,135.28571428571,33.954822517031
2021-04-02,California,State,Delta,0.0,0.0,0.42857142857,0.10756543564
2021-04-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-02,California,State,Gamma,35.0,7.09,19.28571428571,4.840444603801
2021-04-02,California,State,Lambda,0.0,0.0,0.28571428571,0.071710290427
2021-04-02,California,State,Beta,4.0,0.81,3.71428571428,0.932233775547
2021-04-02,California,State,Other,119.0,24.09,99.28571428571,24.91932592327
2021-04-02,California,State,Alpha,194.0,39.27,140.0,35.138042309071
2021-04-03,California,State,Total,319.0,100.0,396.57142857142,100.0
2021-04-03,California,State,Beta,3.0,0.94,3.42857142857,0.864553314121
2021-04-03,California,State,Alpha,119.0,37.3,143.85714285714,36.275216138329
2021-04-03,California,State,Lambda,0.0,0.0,0.28571428571,0.07204610951
2021-04-03,California,State,Other,73.0,22.88,98.71428571428,24.891930835735
2021-04-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-03,California,State,Epsilon,104.0,32.6,129.57142857142,32.672910662824
2021-04-03,California,State,Gamma,20.0,6.27,20.14285714285,5.079250720461
2021-04-03,California,State,Delta,0.0,0.0,0.42857142857,0.108069164265
2021-04-03,California,State,Mu,0.0,0.0,0.14285714285,0.036023054755
2021-04-04,California,State,Mu,0.0,0.0,0.14285714285,0.035971223022
2021-04-04,California,State,Other,36.0,18.85,95.42857142857,24.028776978417
2021-04-04,California,State,Alpha,99.0,51.83,150.28571428571,37.841726618705
2021-04-04,California,State,Delta,0.0,0.0,0.42857142857,0.107913669065
2021-04-04,California,State,Lambda,0.0,0.0,0.28571428571,0.071942446043
2021-04-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-04,California,State,Beta,1.0,0.52,3.28571428571,0.827338129496
2021-04-04,California,State,Total,191.0,100.0,397.14285714285,100.0
2021-04-04,California,State,Gamma,21.0,10.99,22.28571428571,5.611510791367
2021-04-04,California,State,Epsilon,34.0,17.8,125.0,31.474820143885
2021-04-05,California,State,Alpha,225.0,38.33,160.28571428571,38.450993831391
2021-04-05,California,State,Beta,2.0,0.34,2.42857142857,0.582590815627
2021-04-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-05,California,State,Gamma,28.0,4.77,23.57142857142,5.654557916381
2021-04-05,California,State,Lambda,0.0,0.0,0.28571428571,0.068540095956
2021-04-05,California,State,Delta,2.0,0.34,0.71428571428,0.17135023989
2021-04-05,California,State,Mu,0.0,0.0,0.14285714285,0.034270047978
2021-04-05,California,State,Epsilon,173.0,29.47,129.57142857142,31.082933516107
2021-04-05,California,State,Other,157.0,26.75,99.85714285714,23.954763536669
2021-04-05,California,State,Total,587.0,100.0,416.85714285714,100.0
2021-04-06,California,State,Gamma,20.0,3.89,22.57142857142,5.418381344307
2021-04-06,California,State,Total,514.0,100.0,416.57142857142,100.0
2021-04-06,California,State,Mu,0.0,0.0,0.14285714285,0.034293552812
2021-04-06,California,State,Epsilon,135.0,26.26,120.85714285714,29.012345679012
2021-04-06,California,State,Other,140.0,27.24,100.57142857142,24.142661179698
2021-04-06,California,State,Delta,4.0,0.78,1.14285714285,0.274348422497
2021-04-06,California,State,Lambda,1.0,0.19,0.14285714285,0.034293552812
2021-04-06,California,State,Beta,6.0,1.17,2.71428571428,0.651577503429
2021-04-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-06,California,State,Alpha,208.0,40.47,168.42857142857,40.432098765432
2021-04-07,California,State,Alpha,214.0,44.58,174.85714285714,41.156691324815
2021-04-07,California,State,Total,480.0,100.0,424.85714285714,100.0
2021-04-07,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-07,California,State,Lambda,2.0,0.42,0.42857142857,0.100874243443
2021-04-07,California,State,Other,99.0,20.62,100.28571428571,23.604572965703
2021-04-07,California,State,Epsilon,135.0,28.12,121.42857142857,28.581035642233
2021-04-07,California,State,Beta,0.0,0.0,2.57142857142,0.605245460659
2021-04-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-07,California,State,Delta,1.0,0.21,1.14285714285,0.268997982515
2021-04-07,California,State,Gamma,29.0,6.04,24.14285714285,5.682582380632
2021-04-08,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-08,California,State,Beta,0.0,0.0,2.28571428571,0.539629005059
2021-04-08,California,State,Lambda,0.0,0.0,0.42857142857,0.101180438449
2021-04-08,California,State,Other,67.0,17.63,98.71428571428,23.305227655987
2021-04-08,California,State,Delta,0.0,0.0,1.0,0.236087689713
2021-04-08,California,State,Total,380.0,100.0,423.57142857142,100.0
2021-04-08,California,State,Alpha,213.0,56.05,181.71428571428,42.900505902192
2021-04-08,California,State,Gamma,36.0,9.47,27.0,6.37436762226
2021-04-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-08,California,State,Epsilon,64.0,16.84,112.42857142857,26.543001686341
2021-04-09,California,State,Delta,0.0,0.0,1.0,0.244840853445
2021-04-09,California,State,Other,79.0,20.36,93.0,22.770199370409
2021-04-09,California,State,Beta,3.0,0.77,2.14285714285,0.524658971668
2021-04-09,California,State,Lambda,2.0,0.52,0.71428571428,0.174886323889
2021-04-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-09,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-09,California,State,Alpha,191.0,49.23,181.28571428571,44.386149003148
2021-04-09,California,State,Epsilon,84.0,21.65,104.14285714285,25.498426023085
2021-04-09,California,State,Gamma,29.0,7.47,26.14285714285,6.400839454355
2021-04-09,California,State,Total,388.0,100.0,408.42857142857,100.0
2021-04-10,California,State,Total,300.0,100.0,405.71428571428,100.0
2021-04-10,California,State,Alpha,164.0,54.67,187.71428571428,46.267605633803
2021-04-10,California,State,Delta,0.0,0.0,1.0,0.246478873239
2021-04-10,California,State,Other,49.0,16.33,89.57142857142,22.077464788732
2021-04-10,California,State,Gamma,22.0,7.33,26.42857142857,6.514084507042
2021-04-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-10,California,State,Lambda,0.0,0.0,0.71428571428,0.176056338028
2021-04-10,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-10,California,State,Epsilon,65.0,21.67,98.57142857142,24.295774647887
2021-04-10,California,State,Beta,0.0,0.0,1.71428571428,0.422535211268
2021-04-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-11,California,State,Epsilon,28.0,12.56,97.71428571428,23.816155988858
2021-04-11,California,State,Beta,1.0,0.45,1.71428571428,0.41782729805
2021-04-11,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-11,California,State,Total,223.0,100.0,410.28571428571,100.0
2021-04-11,California,State,Lambda,0.0,0.0,0.71428571428,0.174094707521
2021-04-11,California,State,Delta,3.0,1.35,1.42857142857,0.348189415042
2021-04-11,California,State,Gamma,22.0,9.87,26.57142857142,6.476323119777
2021-04-11,California,State,Other,43.0,19.28,90.57142857142,22.075208913649
2021-04-11,California,State,Alpha,126.0,56.5,191.57142857142,46.692200557103
2021-04-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-12,California,State,Epsilon,86.0,19.77,85.28571428571,21.948529411765
2021-04-12,California,State,Total,435.0,100.0,388.57142857142,100.0
2021-04-12,California,State,Beta,1.0,0.23,1.57142857142,0.404411764706
2021-04-12,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-12,California,State,Lambda,1.0,0.23,0.85714285714,0.220588235294
2021-04-12,California,State,Gamma,33.0,7.59,27.28571428571,7.022058823529
2021-04-12,California,State,Other,107.0,24.6,83.42857142857,21.470588235294
2021-04-12,California,State,Delta,7.0,1.61,2.14285714285,0.551470588235
2021-04-12,California,State,Alpha,200.0,45.98,188.0,48.382352941176
2021-04-13,California,State,Total,469.0,100.0,382.14285714285,100.0
2021-04-13,California,State,Delta,6.0,1.28,2.42857142857,0.635514018692
2021-04-13,California,State,Beta,3.0,0.64,1.14285714285,0.299065420561
2021-04-13,California,State,Gamma,42.0,8.96,30.42857142857,7.96261682243
2021-04-13,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-13,California,State,Other,103.0,21.96,78.14285714285,20.448598130841
2021-04-13,California,State,Lambda,1.0,0.21,0.85714285714,0.224299065421
2021-04-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-13,California,State,Alpha,226.0,48.19,190.57142857142,49.869158878505
2021-04-13,California,State,Epsilon,88.0,18.76,78.57142857142,20.560747663551
2021-04-14,California,State,Beta,1.0,0.23,1.28571428571,0.34155597723
2021-04-14,California,State,Gamma,30.0,6.82,30.57142857142,8.121442125237
2021-04-14,California,State,Other,86.0,19.55,76.28571428571,20.265654648956
2021-04-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-14,California,State,Alpha,249.0,56.59,195.57142857142,51.954459203036
2021-04-14,California,State,Delta,3.0,0.68,2.71428571428,0.721062618596
2021-04-14,California,State,Epsilon,70.0,15.91,69.28571428571,18.406072106262
2021-04-14,California,State,Lambda,1.0,0.23,0.71428571428,0.189753320683
2021-04-14,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-14,California,State,Total,440.0,100.0,376.42857142857,100.0
2021-04-15,California,State,Gamma,35.0,8.14,30.42857142857,7.932960893855
2021-04-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-15,California,State,Epsilon,84.0,19.53,72.14285714285,18.808193668529
2021-04-15,California,State,Other,80.0,18.6,78.14285714285,20.372439478585
2021-04-15,California,State,Delta,7.0,1.63,3.71428571428,0.96834264432
2021-04-15,California,State,Total,430.0,100.0,383.57142857142,100.0
2021-04-15,California,State,Lambda,0.0,0.0,0.71428571428,0.186219739292
2021-04-15,California,State,Beta,2.0,0.47,1.57142857142,0.409683426443
2021-04-15,California,State,Alpha,222.0,51.63,196.85714285714,51.322160148976
2021-04-15,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Lambda,3.0,0.69,0.85714285714,0.219699743684
2021-04-16,California,State,Other,79.0,18.2,78.14285714285,20.029293299158
2021-04-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-16,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Gamma,41.0,9.45,32.14285714285,8.238740388136
2021-04-16,California,State,Epsilon,76.0,17.51,71.0,18.198462101794
2021-04-16,California,State,Alpha,224.0,51.61,201.57142857142,51.666056389601
2021-04-16,California,State,Total,434.0,100.0,390.14285714285,100.0
2021-04-16,California,State,Delta,6.0,1.38,4.57142857142,1.171731966313
2021-04-16,California,State,Beta,5.0,1.15,1.85714285714,0.476016111315
2021-04-17,California,State,Epsilon,34.0,13.82,66.57142857142,17.407545760179
2021-04-17,California,State,Gamma,30.0,12.2,33.28571428571,8.70377288009
2021-04-17,California,State,Delta,3.0,1.22,5.0,1.307433694434
2021-04-17,California,State,Alpha,125.0,50.81,196.0,51.251400821815
2021-04-17,California,State,Total,246.0,100.0,382.42857142857,100.0
2021-04-17,California,State,Lambda,0.0,0.0,0.85714285714,0.224131490474
2021-04-17,California,State,Beta,6.0,2.44,2.71428571428,0.709749719836
2021-04-17,California,State,Other,48.0,19.51,78.0,20.395965633171
2021-04-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-18,California,State,Alpha,93.0,52.84,191.28571428571,50.912547528517
2021-04-18,California,State,Delta,3.0,1.7,5.0,1.330798479087
2021-04-18,California,State,Other,35.0,19.89,76.85714285714,20.456273764259
2021-04-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-18,California,State,Epsilon,17.0,9.66,65.0,17.300380228137
2021-04-18,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-18,California,State,Lambda,0.0,0.0,0.85714285714,0.228136882129
2021-04-18,California,State,Beta,0.0,0.0,2.57142857142,0.684410646388
2021-04-18,California,State,Total,176.0,100.0,375.71428571428,100.0
2021-04-18,California,State,Gamma,28.0,15.91,34.14285714285,9.087452471483
2021-04-19,California,State,Delta,11.0,2.66,5.57142857142,1.49482560368
2021-04-19,California,State,Lambda,3.0,0.72,1.14285714285,0.306630893062
2021-04-19,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-19,California,State,Other,81.0,19.57,73.14285714285,19.624377155998
2021-04-19,California,State,Total,414.0,100.0,372.71428571428,100.0
2021-04-19,California,State,Beta,1.0,0.24,2.57142857142,0.689919509391
2021-04-19,California,State,Gamma,41.0,9.9,35.28571428571,9.467228823304
2021-04-19,California,State,Alpha,224.0,54.11,194.71428571428,52.242238405519
2021-04-19,California,State,Epsilon,53.0,12.8,60.28571428571,16.174779609046
2021-04-20,California,State,Total,374.0,100.0,359.14285714285,100.0
2021-04-20,California,State,Gamma,30.0,8.02,33.57142857142,9.347653142403
2021-04-20,California,State,Beta,5.0,1.34,2.85714285714,0.79554494829
2021-04-20,California,State,Delta,14.0,3.74,6.71428571428,1.869530628481
2021-04-20,California,State,Other,72.0,19.25,68.71428571428,19.132856006364
2021-04-20,California,State,Epsilon,25.0,6.68,51.28571428571,14.280031821798
2021-04-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-20,California,State,Lambda,2.0,0.53,1.28571428571,0.35799522673
2021-04-20,California,State,Alpha,226.0,60.43,194.71428571428,54.216388225935
2021-04-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-21,California,State,Alpha,187.0,56.16,185.85714285714,54.050685500623
2021-04-21,California,State,Epsilon,35.0,10.51,46.28571428571,13.460739509763
2021-04-21,California,State,Gamma,32.0,9.61,33.85714285714,9.846281678438
2021-04-21,California,State,Delta,6.0,1.8,7.14285714285,2.077274615704
2021-04-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-21,California,State,Other,71.0,21.32,66.57142857142,19.360199418363
2021-04-21,California,State,Total,333.0,100.0,343.85714285714,100.0
2021-04-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-21,California,State,Beta,2.0,0.6,3.0,0.872455338596
2021-04-21,California,State,Lambda,0.0,0.0,1.14285714285,0.332363938513
2021-04-22,California,State,Delta,10.0,2.81,7.57142857142,2.271753107587
2021-04-22,California,State,Beta,3.0,0.84,3.14285714285,0.942991855979
2021-04-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-22,California,State,Other,86.0,24.16,67.42857142857,20.231461637377
2021-04-22,California,State,Mu,1.0,0.28,0.14285714285,0.042863266181
2021-04-22,California,State,Epsilon,37.0,10.39,39.57142857142,11.873124732105
2021-04-22,California,State,Lambda,1.0,0.28,1.28571428571,0.385769395628
2021-04-22,California,State,Gamma,32.0,8.99,33.42857142857,10.030004286327
2021-04-22,California,State,Alpha,186.0,52.25,180.71428571428,54.222031718817
2021-04-22,California,State,Total,356.0,100.0,333.28571428571,100.0
2021-04-23,California,State,Beta,3.0,0.81,2.85714285714,0.881834215168
2021-04-23,California,State,Total,369.0,100.0,324.0,100.0
2021-04-23,California,State,Other,67.0,18.16,65.71428571428,20.282186948854
2021-04-23,California,State,Epsilon,53.0,14.36,36.28571428571,11.199294532628
2021-04-23,California,State,Alpha,199.0,53.93,177.14285714285,54.673721340388
2021-04-23,California,State,Lambda,4.0,1.08,1.42857142857,0.440917107584
2021-04-23,California,State,Delta,9.0,2.44,8.0,2.469135802469
2021-04-23,California,State,Gamma,34.0,9.21,32.42857142857,10.008818342152
2021-04-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-23,California,State,Mu,0.0,0.0,0.14285714285,0.044091710758
2021-04-24,California,State,Total,140.0,100.0,308.85714285714,100.0
2021-04-24,California,State,Lambda,3.0,2.14,1.85714285714,0.601295097132
2021-04-24,California,State,Gamma,9.0,6.43,29.42857142857,9.528214616096
2021-04-24,California,State,Other,27.0,19.29,62.71428571428,20.305272895467
2021-04-24,California,State,Beta,0.0,0.0,2.0,0.647548566142
2021-04-24,California,State,Mu,0.0,0.0,0.14285714285,0.04625346901
2021-04-24,California,State,Alpha,83.0,59.29,171.14285714285,55.411655874191
2021-04-24,California,State,Delta,5.0,3.57,8.28571428571,2.68270120259
2021-04-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Epsilon,13.0,9.29,33.28571428571,10.777058279371
2021-04-25,California,State,Alpha,71.0,52.21,168.0,55.419415645617
2021-04-25,California,State,Delta,8.0,5.88,9.0,2.96889726673
2021-04-25,California,State,Epsilon,11.0,8.09,32.42857142857,10.697455230914
2021-04-25,California,State,Total,136.0,100.0,303.14285714285,100.0
2021-04-25,California,State,Mu,0.0,0.0,0.14285714285,0.04712535344
2021-04-25,California,State,Other,35.0,25.74,62.71428571428,20.688030160226
2021-04-25,California,State,Gamma,10.0,7.35,26.85714285714,8.859566446748
2021-04-25,California,State,Beta,0.0,0.0,2.0,0.659754948162
2021-04-25,California,State,Lambda,1.0,0.74,2.0,0.659754948162
2021-04-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Gamma,36.0,9.21,26.14285714285,8.71843735112
2021-04-26,California,State,Lambda,5.0,1.28,2.28571428571,0.762267746546
2021-04-26,California,State,Delta,11.0,2.81,9.0,3.001429252025
2021-04-26,California,State,Other,76.0,19.44,62.0,20.67651262506
2021-04-26,California,State,Epsilon,34.0,8.7,29.71428571428,9.909480705098
2021-04-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Total,391.0,100.0,299.85714285714,100.0
2021-04-26,California,State,Alpha,226.0,57.8,168.28571428571,56.121962839447
2021-04-26,California,State,Beta,3.0,0.77,2.28571428571,0.762267746546
2021-04-26,California,State,Mu,0.0,0.0,0.14285714285,0.047641734159
2021-04-27,California,State,Lambda,3.0,0.81,2.42857142857,0.811843361987
2021-04-27,California,State,Gamma,28.0,7.59,25.85714285714,8.643744030564
2021-04-27,California,State,Beta,1.0,0.27,1.71428571428,0.573065902579
2021-04-27,California,State,Mu,3.0,0.81,0.57142857142,0.191021967526
2021-04-27,California,State,Delta,13.0,3.52,8.85714285714,2.960840496657
2021-04-27,California,State,Alpha,212.0,57.45,166.28571428571,55.587392550143
2021-04-27,California,State,Epsilon,32.0,8.67,30.71428571428,10.267430754537
2021-04-27,California,State,Omicron,0.0,0.0,0.0,0.0
